annee;code_territoire;colors;id;id_source;id_target;label;nom_territoire;source;target;type_territoire;value
2017;243800984;#f58536;26;20;4;Uranium;CA du Pays Voironnais;Gaz - vecteur énergétique ;Tertiaire;epci;69.01961234458629
2017;243800984;#f58536;27;20;5;Imports biomasse solide;CA du Pays Voironnais;Gaz - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;1.240488374773606
2017;243800984;#f58536;28;20;6;Production biommase solide;CA du Pays Voironnais;Gaz - vecteur énergétique ;Industrie et déchets;epci;160.717894850889
2017;243800984;#f58536;29;20;7;Biomasse solide;CA du Pays Voironnais;Gaz - vecteur énergétique ;Transport;epci;0.742667116492609
2017;243800984;#211e1c;30;21;22;Biomasse solide vecteur;CA du Pays Voironnais;Importations;CMS;epci;1.27411867505916
2017;243800984;#211e1c;31;22;16;Production biogaz;CA du Pays Voironnais;CMS;Transformation de l'énergie;epci;0.0
2017;243800984;#211e1c;32;22;23;Biogaz;CA du Pays Voironnais;CMS;CMS - vecteur énergétique ;epci;1.27411867505916
2017;243800984;#211e1c;33;23;3;Production déchets;CA du Pays Voironnais;CMS - vecteur énergétique ;Résidentiel;epci;0.0
2017;243800984;#211e1c;34;23;4;Déchets;CA du Pays Voironnais;CMS - vecteur énergétique ;Tertiaire;epci;0.0
2017;243800984;#211e1c;35;23;5;Déchets vecteur;CA du Pays Voironnais;CMS - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;0.0
2017;243800984;#211e1c;36;23;6;Production hydraulique;CA du Pays Voironnais;CMS - vecteur énergétique ;Industrie et déchets;epci;1.27411867505916
2017;243800984;#211e1c;37;23;7;Hydroélectricité;CA du Pays Voironnais;CMS - vecteur énergétique ;Transport;epci;0.0
2017;243800984;#981ca3;38;24;25;Production éolien;CA du Pays Voironnais;Importations;Uranium;epci;0.0
2017;243800984;#981ca3;39;25;16;Eolien;CA du Pays Voironnais;Uranium;Transformation de l'énergie;epci;0.0
2017;243800984;#db0d55;40;26;28;Production solaire PV;CA du Pays Voironnais;Importations;Biomasse solide;epci;42.81993807007781
2017;243800984;#db0d55;41;27;28;Solaire PV;CA du Pays Voironnais;Production;Biomasse solide;epci;99.91318883018155
2017;243800984;#db0d55;42;28;16;Electricité;CA du Pays Voironnais;Biomasse solide;Transformation de l'énergie;epci;13.417
2017;243800984;#db0d55;43;28;29;Production solaire thermique;CA du Pays Voironnais;Biomasse solide;Biomasse solide - vecteur énergétique ;epci;129.31612690025938
2017;243800984;#db0d55;44;29;3;Solaire thermique;CA du Pays Voironnais;Biomasse solide - vecteur énergétique ;Résidentiel;epci;126.263671021404
2017;243800984;#db0d55;45;29;4;Production PAC;CA du Pays Voironnais;Biomasse solide - vecteur énergétique ;Tertiaire;epci;0.35051035099757977
2017;243800984;#db0d55;46;29;5;Pertes ou torchage;CA du Pays Voironnais;Biomasse solide - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;0.0
2017;243800984;#db0d55;47;29;6;PAC;CA du Pays Voironnais;Biomasse solide - vecteur énergétique ;Industrie et déchets;epci;2.7019455278577897
2017;243800984;#db0d55;48;29;7;Chaleur locale;CA du Pays Voironnais;Biomasse solide - vecteur énergétique ;Transport;epci;0.0
2017;243800984;#1ca337;49;30;31;Réseaux de chaleur;CA du Pays Voironnais;Production;Biogaz;epci;0.0
2017;243800984;#1ca337;50;31;45;Pertes transformation;CA du Pays Voironnais;Biogaz;Pertes ou torchage;epci;0.0
2017;243800984;#1ca337;51;31;20;;CA du Pays Voironnais;Biogaz;Gaz;epci;0.0
2017;243800984;#1ca337;52;31;16;;CA du Pays Voironnais;Biogaz;Transformation de l'énergie;epci;0.0
2017;243800984;#db0d55;58;32;33;;CA du Pays Voironnais;Production;Déchets;epci;0.0
2017;243800984;#db0d55;59;33;16;;CA du Pays Voironnais;Déchets;Transformation de l'énergie;epci;0.0
2017;243800984;#db0d55;60;33;34;;CA du Pays Voironnais;Déchets;Déchets - vecteur énergétique ;epci;0.0
2017;243800984;#db0d55;61;34;3;;CA du Pays Voironnais;Déchets - vecteur énergétique ;Résidentiel;epci;0.0
2017;243800984;#db0d55;62;34;4;;CA du Pays Voironnais;Déchets - vecteur énergétique ;Tertiaire;epci;0.0
2017;243800984;#db0d55;63;34;5;;CA du Pays Voironnais;Déchets - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;0.0
2017;243800984;#db0d55;64;34;6;;CA du Pays Voironnais;Déchets - vecteur énergétique ;Industrie et déchets;epci;0.0
2017;243800984;#db0d55;65;34;7;;CA du Pays Voironnais;Déchets - vecteur énergétique ;Transport;epci;0.0
2017;243800984;#3474eb;66;35;36;;CA du Pays Voironnais;Production;Hydraulique;epci;2.359366
2017;243800984;#3474eb;67;37;38;;CA du Pays Voironnais;Production;Eolien;epci;0.0
2017;243800984;#faf31e;68;39;40;;CA du Pays Voironnais;Production;Solaire PV;epci;4.408196625524942
2017;243800984;#3474eb;69;36;41;;CA du Pays Voironnais;Hydraulique;Electricité;epci;2.359366
2017;243800984;#3474eb;70;38;41;;CA du Pays Voironnais;Eolien;Electricité;epci;0.0
2017;243800984;#faf31e;71;40;41;;CA du Pays Voironnais;Solaire PV;Electricité;epci;4.408196625524942
2017;243800984;#faf31e;72;42;43;;CA du Pays Voironnais;Production;Solaire thermique;epci;3.32
2017;243800984;#faf31e;73;44;46;;CA du Pays Voironnais;Production;PAC;epci;30.33
2017;243800984;#faf31e;74;43;47;;CA du Pays Voironnais;Solaire thermique;Chaleur locale;epci;3.32
2017;243800984;#faf31e;75;46;47;;CA du Pays Voironnais;PAC;Chaleur locale;epci;30.33
2017;243800984;#db0d55;76;47;3;;CA du Pays Voironnais;Chaleur locale;Résidentiel;epci;33.65
2017;243800984;#db0d55;77;47;6;;CA du Pays Voironnais;Chaleur locale;Industrie et déchets;epci;0.0
2017;243800984;#db0d55;78;48;19;;CA du Pays Voironnais;Chaleur RDC;Pertes réseaux;epci;0.7843000000000007
2017;243800984;#db0d55;79;48;3;;CA du Pays Voironnais;Chaleur RDC;Résidentiel;epci;8.493969
2017;243800984;#db0d55;80;48;4;;CA du Pays Voironnais;Chaleur RDC;Tertiaire;epci;4.619527
2017;243800984;#db0d55;81;48;5;;CA du Pays Voironnais;Chaleur RDC;Agriculture, sylviculture et aquaculture;epci;0.298034
2017;243800984;#db0d55;82;48;6;;CA du Pays Voironnais;Chaleur RDC;Industrie et déchets;epci;1.49017
2017;243800984;#3474eb;83;16;41;;CA du Pays Voironnais;Transformation de l'énergie;Electricité;epci;0.0
2017;243800984;#db0d55;84;16;48;;CA du Pays Voironnais;Transformation de l'énergie;Chaleur RDC;epci;15.686
2017;243800984;#db0d55;85;16;47;;CA du Pays Voironnais;Transformation de l'énergie;Chaleur locale;epci;0.0
2017;243800984;#c5c9d1;86;16;49;;CA du Pays Voironnais;Transformation de l'énergie;Pertes transformation;epci;0.0
2017;243800984;#3474eb;87;41;3;;CA du Pays Voironnais;Electricité;Résidentiel;epci;258.521566440531
2017;243800984;#3474eb;88;41;4;;CA du Pays Voironnais;Electricité;Tertiaire;epci;126.279005639515
2017;243800984;#3474eb;89;41;5;;CA du Pays Voironnais;Electricité;Agriculture, sylviculture et aquaculture;epci;4.79050373503939
2017;243800984;#3474eb;90;41;6;;CA du Pays Voironnais;Electricité;Industrie et déchets;epci;128.927426068427
2017;243800984;#3474eb;91;41;7;;CA du Pays Voironnais;Electricité;Transport;epci;23.73643808267582
2017;243800984;#3474eb;92;41;19;;CA du Pays Voironnais;Electricité;Pertes réseaux;epci;0.6090806362972445
2017;243800984;#3474eb;93;41;13;;CA du Pays Voironnais;Electricité;Exportations;epci;536.0964579769604
2017;200067627;#40de48;1;0;1;imports organo-carburant;CC Billom Communauté;Importations;Organo-carburants;epci;19.31622617143838
2017;200067627;#40de49;2;1;2;organo-carburant;CC Billom Communauté;Organo-carburants;Organo-carburants - vecteur énergétique ;epci;19.31622617143838
2017;200067627;#40de50;3;2;3;organo-carburant vecteur;CC Billom Communauté;Organo-carburants - vecteur énergétique ;Résidentiel;epci;0.0
2017;200067627;#40de51;4;2;4;Résidentiel;CC Billom Communauté;Organo-carburants - vecteur énergétique ;Tertiaire;epci;0.0
2017;200067627;#40de52;5;2;5;Tertiaire;CC Billom Communauté;Organo-carburants - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;1.12742555579706
2017;200067627;#40de53;6;2;6;Agriculture;CC Billom Communauté;Organo-carburants - vecteur énergétique ;Industrie et déchets;epci;0.0
2017;200067627;#40de54;7;2;7;Industrie-déchets;CC Billom Communauté;Organo-carburants - vecteur énergétique ;Transport;epci;18.18880061564132
2017;200067627;#c5c9d1;8;8;9;Transport;CC Billom Communauté;Importations;Produits pétroliers primaires;epci;0.0
2017;200067627;#c5c9d1;9;9;10;imports pp primaires;CC Billom Communauté;Produits pétroliers primaires;Raffinerie;epci;0.0
2017;200067627;#c5c9d1;10;10;12;pp primaires;CC Billom Communauté;Raffinerie;Produits pétroliers secondaires;epci;0.0
2017;200067627;#c5c9d1;11;10;13;Raffinerie;CC Billom Communauté;Raffinerie;Exportations;epci;0.0
2017;200067627;#c5c9d1;12;10;14;Imports pp secondaires;CC Billom Communauté;Raffinerie;Pertes transformation;epci;0.0
2017;200067627;#c5c9d1;13;11;12;pp secondaires;CC Billom Communauté;Importations;Produits pétroliers secondaires;epci;287.7377876006727
2017;200067627;#c5c9d1;14;12;16;Exportations;CC Billom Communauté;Produits pétroliers secondaires;Transformation de l'énergie;epci;0.0
2017;200067627;#c5c9d1;15;12;15;Pertes raffinage;CC Billom Communauté;Produits pétroliers secondaires;Produits pétroliers secondaires - vecteur énergétique ;epci;287.7377876006728
2017;200067627;#c5c9d1;16;15;3;pp secondaires vecteur;CC Billom Communauté;Produits pétroliers secondaires - vecteur énergétique ;Résidentiel;epci;33.6167724135238
2017;200067627;#c5c9d1;17;15;4;Transformation de l'énergie;CC Billom Communauté;Produits pétroliers secondaires - vecteur énergétique ;Tertiaire;epci;7.21487343758546
2017;200067627;#c5c9d1;18;15;5;Importation gaz;CC Billom Communauté;Produits pétroliers secondaires - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;13.9744957015546
2017;200067627;#c5c9d1;19;15;6;Gaz;CC Billom Communauté;Produits pétroliers secondaires - vecteur énergétique ;Industrie et déchets;epci;3.44347116938868
2017;200067627;#c5c9d1;20;15;7;Pertes réseaux;CC Billom Communauté;Produits pétroliers secondaires - vecteur énergétique ;Transport;epci;229.48817487862024
2017;200067627;#f58536;21;17;18;Gaz vecteur;CC Billom Communauté;Importations;Gaz;epci;56.30172633186361
2017;200067627;#f58536;22;18;19;Imports CMS;CC Billom Communauté;Gaz;Pertes réseaux;epci;0.2801080912033018
2017;200067627;#f58536;23;18;16;CMS;CC Billom Communauté;Gaz;Transformation de l'énergie;epci;0.0
2017;200067627;#f58536;24;18;20;CMS vecteur;CC Billom Communauté;Gaz;Gaz - vecteur énergétique ;epci;56.30172633186361
2017;200067627;#f58536;25;20;3;Imports uranium;CC Billom Communauté;Gaz - vecteur énergétique ;Résidentiel;epci;42.4944000000001
2017;200067627;#f58536;26;20;4;Uranium;CC Billom Communauté;Gaz - vecteur énergétique ;Tertiaire;epci;11.8947234385365
2017;200067627;#f58536;27;20;5;Imports biomasse solide;CC Billom Communauté;Gaz - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;0.42713043434186704
2017;200067627;#f58536;28;20;6;Production biommase solide;CC Billom Communauté;Gaz - vecteur énergétique ;Industrie et déchets;epci;1.20536436778184
2017;200067627;#f58536;29;20;7;Biomasse solide;CC Billom Communauté;Gaz - vecteur énergétique ;Transport;epci;0.0
2017;200067627;#211e1c;30;21;22;Biomasse solide vecteur;CC Billom Communauté;Importations;CMS;epci;0.585970200050141
2017;200067627;#211e1c;31;22;16;Production biogaz;CC Billom Communauté;CMS;Transformation de l'énergie;epci;0.0
2017;200067627;#211e1c;32;22;23;Biogaz;CC Billom Communauté;CMS;CMS - vecteur énergétique ;epci;0.585970200050141
2017;200067627;#211e1c;33;23;3;Production déchets;CC Billom Communauté;CMS - vecteur énergétique ;Résidentiel;epci;0.0
2017;200067627;#211e1c;34;23;4;Déchets;CC Billom Communauté;CMS - vecteur énergétique ;Tertiaire;epci;0.0
2017;200067627;#211e1c;35;23;5;Déchets vecteur;CC Billom Communauté;CMS - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;0.0
2017;200067627;#211e1c;36;23;6;Production hydraulique;CC Billom Communauté;CMS - vecteur énergétique ;Industrie et déchets;epci;0.585970200050141
2017;200067627;#211e1c;37;23;7;Hydroélectricité;CC Billom Communauté;CMS - vecteur énergétique ;Transport;epci;0.0
2017;200067627;#981ca3;38;24;25;Production éolien;CC Billom Communauté;Importations;Uranium;epci;0.0
2017;200067627;#981ca3;39;25;16;Eolien;CC Billom Communauté;Uranium;Transformation de l'énergie;epci;0.0
2017;200067627;#db0d55;40;26;28;Production solaire PV;CC Billom Communauté;Importations;Biomasse solide;epci;15.679194927910082
2017;200067627;#db0d55;41;27;28;Solaire PV;CC Billom Communauté;Production;Biomasse solide;epci;36.58478816512353
2017;200067627;#db0d55;42;28;16;Electricité;CC Billom Communauté;Biomasse solide;Transformation de l'énergie;epci;0.0
2017;200067627;#db0d55;43;28;29;Production solaire thermique;CC Billom Communauté;Biomasse solide;Biomasse solide - vecteur énergétique ;epci;52.26398309303361
2017;200067627;#db0d55;44;29;3;Solaire thermique;CC Billom Communauté;Biomasse solide - vecteur énergétique ;Résidentiel;epci;51.4719616432967
2017;200067627;#db0d55;45;29;4;Production PAC;CC Billom Communauté;Biomasse solide - vecteur énergétique ;Tertiaire;epci;0.606265709853391
2017;200067627;#db0d55;46;29;5;Pertes ou torchage;CC Billom Communauté;Biomasse solide - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;0.0
2017;200067627;#db0d55;47;29;6;PAC;CC Billom Communauté;Biomasse solide - vecteur énergétique ;Industrie et déchets;epci;0.185755739883517
2017;200067627;#db0d55;48;29;7;Chaleur locale;CC Billom Communauté;Biomasse solide - vecteur énergétique ;Transport;epci;0.0
2017;200067627;#1ca337;49;30;31;Réseaux de chaleur;CC Billom Communauté;Production;Biogaz;epci;0.0
2017;200067627;#1ca337;50;31;45;Pertes transformation;CC Billom Communauté;Biogaz;Pertes ou torchage;epci;0.0
2017;200067627;#1ca337;51;31;20;;CC Billom Communauté;Biogaz;Gaz;epci;0.0
2017;200067627;#1ca337;52;31;16;;CC Billom Communauté;Biogaz;Transformation de l'énergie;epci;0.0
2017;200067627;#db0d55;58;32;33;;CC Billom Communauté;Production;Déchets;epci;0.0
2017;200067627;#db0d55;59;33;16;;CC Billom Communauté;Déchets;Transformation de l'énergie;epci;0.0
2017;200067627;#db0d55;60;33;34;;CC Billom Communauté;Déchets;Déchets - vecteur énergétique ;epci;0.0
2017;200067627;#db0d55;61;34;3;;CC Billom Communauté;Déchets - vecteur énergétique ;Résidentiel;epci;0.0
2017;200067627;#db0d55;62;34;4;;CC Billom Communauté;Déchets - vecteur énergétique ;Tertiaire;epci;0.0
2017;200067627;#db0d55;63;34;5;;CC Billom Communauté;Déchets - vecteur énergétique ;Agriculture, sylviculture et aquaculture;epci;0.0
2017;200067627;#db0d55;64;34;6;;CC Billom Communauté;Déchets - vecteur énergétique ;Industrie et déchets;epci;0.0
2017;200067627;#db0d55;65;34;7;;CC Billom Communauté;Déchets - vecteur énergétique ;Transport;epci;0.0
2017;200067627;#3474eb;66;35;36;;CC Billom Communauté;Production;Hydraulique;epci;0.0
2017;200067627;#3474eb;67;37;38;;CC Billom Communauté;Production;Eolien;epci;0.0
2017;200067627;#faf31e;68;39;40;;CC Billom Communauté;Production;Solaire PV;epci;1.545298465439942
2017;200067627;#3474eb;69;36;41;;CC Billom Communauté;Hydraulique;Electricité;epci;0.0
2017;200067627;#3474eb;70;38;41;;CC Billom Communauté;Eolien;Electricité;epci;0.0
2017;200067627;#faf31e;71;40;41;;CC Billom Communauté;Solaire PV;Electricité;epci;1.545298465439942
2017;200067627;#faf31e;72;42;43;;CC Billom Communauté;Production;Solaire thermique;epci;1.09
2017;200067627;#faf31e;73;44;46;;CC Billom Communauté;Production;PAC;epci;13.19
2017;200067627;#faf31e;74;43;47;;CC Billom Communauté;Solaire thermique;Chaleur locale;epci;1.09
2017;200067627;#faf31e;75;46;47;;CC Billom Communauté;PAC;Chaleur locale;epci;13.19
2017;200067627;#db0d55;76;47;3;;CC Billom Communauté;Chaleur locale;Résidentiel;epci;14.28
2017;200067627;#db0d55;77;47;6;;CC Billom Communauté;Chaleur locale;Industrie et déchets;epci;0.0
2017;200067627;#db0d55;78;48;19;;CC Billom Communauté;Chaleur RDC;Pertes réseaux;epci;0.0
2017;200067627;#db0d55;79;48;3;;CC Billom Communauté;Chaleur RDC;Résidentiel;epci;0.0
2017;200067627;#db0d55;80;48;4;;CC Billom Communauté;Chaleur RDC;Tertiaire;epci;0.0
2017;200067627;#db0d55;81;48;5;;CC Billom Communauté;Chaleur RDC;Agriculture, sylviculture et aquaculture;epci;0.0
2017;200067627;#db0d55;82;48;6;;CC Billom Communauté;Chaleur RDC;Industrie et déchets;epci;0.0
2017;200067627;#3474eb;83;16;41;;CC Billom Communauté;Transformation de l'énergie;Electricité;epci;0.0
2017;200067627;#db0d55;84;16;48;;CC Billom Communauté;Transformation de l'énergie;Chaleur RDC;epci;0.0
2017;200067627;#db0d55;85;16;47;;CC Billom Communauté;Transformation de l'énergie;Chaleur locale;epci;0.0
2017;200067627;#c5c9d1;86;16;49;;CC Billom Communauté;Transformation de l'énergie;Pertes transformation;epci;0.0
2017;200067627;#3474eb;87;41;3;;CC Billom Communauté;Electricité;Résidentiel;epci;72.7062679152211
2017;200067627;#3474eb;88;41;4;;CC Billom Communauté;Electricité;Tertiaire;epci;17.4679867350191
2017;200067627;#3474eb;89;41;5;;CC Billom Communauté;Electricité;Agriculture, sylviculture et aquaculture;epci;3.8993448261363
2017;200067627;#3474eb;90;41;6;;CC Billom Communauté;Electricité;Industrie et déchets;epci;5.8494385783237774
2017;200067627;#3474eb;91;41;7;;CC Billom Communauté;Electricité;Transport;epci;0.118557098092828
2017;200067627;#3474eb;92;41;19;;CC Billom Communauté;Electricité;Pertes réseaux;epci;0.13907686188959473
2017;200067627;#3474eb;93;41;13;;CC Billom Communauté;Electricité;Exportations;epci;98.63537354924274
